drug_name,condition,review,cleaned_review
Entresto,Heart Failure,Improves my heart condition but I get occasional dizziness,improves my heart condition but i get occasional dizziness
Entyvio,Ulcerative Colitis,Very effective for controlling flareups but caused some mild nausea at first,very effective for controlling flareups but caused some mild nausea at first
Epclusa,Hepatitis C,Cures hepatitis C effectively though I felt slight nausea during treatment,cures hepatitis c effectively though i felt slight nausea during treatment
Epclusa,Hepatitis C,Effectively cleared the virus but caused slight nausea during treatment,effectively cleared the virus but caused slight nausea during treatment
Epogen,Anemia,Helps with anemia though it caused some mild joint aches,helps with anemia though it caused some mild joint aches
Escitalopram,Depression/Anxiety,Really helps with anxiety but I have occasional dizziness,really helps with anxiety but i have occasional dizziness
Escitalopram,Depression,Lifted my mood but caused mild headaches initially,lifted my mood but caused mild headaches initially
Escitalopram,Depression,Improved my mood a lot but I feel drowsy sometimes,improved my mood a lot but i feel drowsy sometimes
Escitalopram,Depression,Helps with depression but I sometimes feel a little tired,helps with depression but i sometimes feel a little tired
Escitalopram,Anxiety,Helps with my anxiety but I feel a bit numb emotionally,helps with my anxiety but i feel a bit numb emotionally
Escitalopram,Depression/Anxiety,Lifts my mood but causes occasional headaches,lifts my mood but causes occasional headaches
Escitalopram,Depression,Effective for depression but gives me some mild nausea,effective for depression but gives me some mild nausea
Esomeprazole,Acid Reflux,Works well for acid reflux but I experience some bloating and gas,works well for acid reflux but i experience some bloating and gas
Esomeprazole,Acid Reflux,Great for acid reflux but I experienced some mild bloating,great for acid reflux but i experienced some mild bloating
Esomeprazole,Acid Reflux,Great for stopping heartburn but I have occasional headaches,great for stopping heartburn but i have occasional headaches
Esomeprazole,Acid Reflux,Works well for acid reflux but sometimes causes bloating,works well for acid reflux but sometimes causes bloating
Esomeprazole,Acid Reflux,Works well but gives me mild bloating occasionally,works well but gives me mild bloating occasionally
Esomeprazole,Acid Reflux,Very effective for controlling my acid reflux but sometimes causes bloating,very effective for controlling my acid reflux but sometimes causes bloating
Esomeprazole,GERD,Stops my heartburn fast but I feel bloated sometimes,stops my heartburn fast but i feel bloated sometimes
Esomeprazole,GERD,Effective for GERD but Ive had occasional gas,effective for gerd but ive had occasional gas
Estrace,Menopause Symptoms,Helps with hot flashes but I sometimes feel bloated,helps with hot flashes but i sometimes feel bloated
Eszopiclone,Insomnia,Helps me sleep through the night but I feel a little dizzy in the morning,helps me sleep through the night but i feel a little dizzy in the morning
Etanercept,Autoimmune Conditions,Helps control my symptoms but causes mild fatigue,helps control my symptoms but causes mild fatigue
Evista,Osteoporosis,Effective for bone health though it caused some hot flashes at first,effective for bone health though it caused some hot flashes at first
Ezetimibe,High Cholesterol,Works well for cholesterol control but causes some stomach discomfort,works well for cholesterol control but causes some stomach discomfort
Ezetimibe,High Cholesterol,Helps lower my cholesterol but causes some muscle pain,helps lower my cholesterol but causes some muscle pain
Ezetimibe,High Cholesterol,Helps lower my cholesterol but gives mild stomach discomfort,helps lower my cholesterol but gives mild stomach discomfort
Ezetimibe,High Cholesterol,Lowers cholesterol effectively but causes some abdominal discomfort,lowers cholesterol effectively but causes some abdominal discomfort
Ezetimibe,High Cholesterol,Lowers my cholesterol but I have mild fatigue,lowers my cholesterol but i have mild fatigue
Famotidine,Acid Reflux,Works for acid reflux but I get mild cramps occasionally,works for acid reflux but i get mild cramps occasionally
Farxiga,Type 2 Diabetes,Effective for controlling blood sugar and weight loss but causes some mild nausea,effective for controlling blood sugar and weight loss but causes some mild nausea
Farxiga,Diabetes,Helps with my blood sugar control but I experience frequent urination,helps with my blood sugar control but i experience frequent urination
Farxiga,Diabetes,Effective for controlling blood sugar and weight loss,effective for controlling blood sugar and weight loss
Farxiga,Diabetes,Controls my blood sugar well though I urinate more often,controls my blood sugar well though i urinate more often
Farxiga,Diabetes,Great for lowering my A1C but I need to drink more water due to dehydration,great for lowering my a1c but i need to drink more water due to dehydration
Fenofibrate,High Cholesterol,Lowers my triglycerides but Ive had some muscle aches,lowers my triglycerides but ive had some muscle aches
Fentanyl,Pain,Effective pain relief but it caused some nausea,effective pain relief but it caused some nausea
Fentanyl,Pain Management,Highly effective for pain but the side effects of drowsiness and confusion were significant,highly effective for pain but the side effects of drowsiness and confusion were significant
Fentanyl,Pain,Effective for pain relief but causes extreme drowsiness,effective for pain relief but causes extreme drowsiness
Fentanyl,Severe Pain,Very effective for pain relief but I feel drowsy and sometimes nauseous,very effective for pain relief but i feel drowsy and sometimes nauseous
Fentanyl,Pain Relief,Works for pain relief but can cause dizziness and confusion,works for pain relief but can cause dizziness and confusion
Fentanyl,Pain Relief,Very effective for pain but has a high risk of addiction,very effective for pain but has a high risk of addiction
Fentanyl,Pain Management,Highly effective for pain relief though I experienced some dizziness and confusion,highly effective for pain relief though i experienced some dizziness and confusion
Fentanyl,Chronic Pain,Very effective for severe pain but can be dangerous if not used carefully,very effective for severe pain but can be dangerous if not used carefully
Fentanyl,Chronic Pain,Very effective for severe pain but I experience nausea,very effective for severe pain but i experience nausea
Fentanyl,Pain,Works great for pain but makes me very sleepy,works great for pain but makes me very sleepy
Fentanyl,Pain,Extremely effective for pain relief but very strong,extremely effective for pain relief but very strong
Fentanyl,Chronic Pain,Helps manage pain but its a bit strong and can cause drowsiness,helps manage pain but its a bit strong and can cause drowsiness
Fexofenadine,Allergies,Relieves symptoms well but I have to take it regularly for best results,relieves symptoms well but i have to take it regularly for best results
Fexofenadine,Allergies,Cleared up my allergies without drowsiness,cleared up my allergies without drowsiness
Fexofenadine,Allergies,Good for allergies but doesnt last all day for me,good for allergies but doesnt last all day for me
Fexofenadine,Allergies,Stops my sneezing but I feel a bit drymouthed,stops my sneezing but i feel a bit drymouthed
Fexofenadine,Allergies,Effective at controlling my allergy symptoms but I still have some sneezing,effective at controlling my allergy symptoms but i still have some sneezing
Fexofenadine,Allergies,Works well for allergies but causes a slight dry mouth,works well for allergies but causes a slight dry mouth
Fexofenadine,Allergies,Relieves my allergy symptoms without making me drowsy,relieves my allergy symptoms without making me drowsy
Finasteride,Hair Loss,Effective for hair loss but can cause some sexual side effects,effective for hair loss but can cause some sexual side effects
Finasteride,Hair Loss,Helped with hair growth but caused some sexual side effects,helped with hair growth but caused some sexual side effects
